,Name,Links,Cost,Cuisines,Timings,Price Range,Rating,American,Andhra,Arabian,Asian,BBQ,Bakery,Beverages,Biryani,Burger,Cafe,Chinese,Continental,Desserts,European,Fast Food,Finger Food,Goan,Healthy Food,Hyderabadi,Ice Cream,Indonesian,Italian,Japanese,Juices,Kebab,Lebanese,Malaysian,Mediterranean,Mexican,Mithai,Modern Indian,Momos,Mughlai,North Eastern,North Indian,Pizza,Salad,Seafood,South Indian,Spanish,Street Food,Sushi,Thai,Wraps,Total_Cuisines,cluster_kmean,cluster_gmm
50,Gal Punjab Di,https://www.zomato.com/hyderabad/gal-punjab-di-gachibowli,800,"['North Indian', 'Continental']","11:55 AM to 4 PM, 7 PM to 11:15 PM",700-800,3.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2
51,Hitech Bawarchi Food Zone,https://www.zomato.com/hyderabad/hitech-bawarchi-food-zone-gachibowli,500,"['Biryani', 'North Indian', 'Chinese']",12 Noon to 11 PM,Below 500,3.05,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
52,Biryanis And More,https://www.zomato.com/hyderabad/biryanis-and-more-gachibowli,500,"['North Indian', 'Biryani', 'Chinese']",11 AM to 11 PM,Below 500,3.74,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2
53,Diners Pavilion,https://www.zomato.com/hyderabad/diners-pavilion-gachibowli,1200,"['Chinese', 'Continental', 'Italian']","12noon to 4:30pm, 6:30pm to 11:30pm (Mon, Tue, Wed, Fri, Sat), Closed (Thu),12noon to 12midnight (Sun)",1000-1500,3.32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3
54,Asian Meal Box,https://www.zomato.com/hyderabad/asian-meal-box-gachibowli,200,['Asian'],"12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",Below 500,2.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,Cafe Eclat,https://www.zomato.com/hyderabad/cafe-eclat-gachibowli,700,"['Cafe', 'Bakery']",8 AM to 11:30 PM,600-700,3.59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
56,Feast - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/feast-sheraton-hyderabad-hotel-gachibowli,2500,"['Modern Indian', 'Asian', 'Continental', 'Italian']","6:30am to 10:30am, 12:30pm to 3pm, 7pm to 11pm (Mon),6:30am to 10:30am, 12:30pm to 3pm, 7:30pm to 11pm (Tue-Sat),6:30am to 10:30am, 12:30pm to 3:30pm, 7pm to 11pm (Sun)",Above 2000,4.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
57,Being Hungry,https://www.zomato.com/hyderabad/being-hungry-gachibowli,450,"['North Indian', 'Chinese']","12 Noon to 3 PM, 7 PM to 11:30 PM",Below 500,3.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2
58,Tempteys,https://www.zomato.com/hyderabad/tempteys-gachibowli,350,"['Desserts', 'Beverages']",11:30 AM to 1 AM,Below 500,3.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
59,KS Bakers,https://www.zomato.com/hyderabad/ks-bakers-gachibowli,200,"['Bakery', 'Desserts', 'Fast Food']",9 AM to 10 PM,Below 500,3.965,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
60,PourHouse7,https://www.zomato.com/hyderabad/pourhouse7-gachibowli,1200,"['North Indian', 'Continental', 'Chinese', 'Italian']","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1000-1500,3.86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3
61,Prism Club & Kitchen,https://www.zomato.com/hyderabad/prism-club-kitchen-gachibowli,1200,"['Kebab', 'Continental', 'Italian', 'North Indian']",5pm to 12midnight (Mon-Sun),1000-1500,4.215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4
62,Shree Santosh Dhaba Family Restaurant,https://www.zomato.com/hyderabad/shree-santosh-dhaba-family-restaurant-gachibowli,500,"['North Indian', 'Chinese', 'Fast Food']",11 AM to 11:30 PM,Below 500,2.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
63,Dine O China,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,850,"['Chinese', 'Asian', 'Momos']",11:30AM to 11PM (Mon-Sun),800-900,3.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
64,Hyderabad Chefs,https://www.zomato.com/hyderabad/hyderabad-chefs-gachibowli,600,"['North Indian', 'Chinese']",12 Noon to 10:30 PM,500-600,3.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2
65,Komatose - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/komatose-holiday-inn-express-suites-gachibowli,1500,"['North Indian', 'Chinese', 'Japanese', 'Sushi']",1 PM to 11 PM,1000-1500,3.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,3
66,Aromas@11SIX,https://www.zomato.com/hyderabad/aromas11six-gachibowli,750,"['North Indian', 'Chinese', 'Mughlai', 'Biryani']",11:30 AM to 12 Midnight,700-800,3.46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,2
67,Yum Yum Tree - The Arabian Food Court,https://www.zomato.com/hyderabad/yum-yum-tree-the-arabian-food-court-gachibowli,1200,"['North Indian', 'Hyderabadi']",12 Noon to 12 Midnight,1000-1500,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3
68,The Tilt Bar Republic,https://www.zomato.com/thetiltbarrepublic,1500,"['North Indian', 'Continental', 'Italian']",12noon to 12midnight (Mon-Sun),1000-1500,3.845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1
69,The Indi Grill,https://www.zomato.com/hyderabad/the-indi-grill-gachibowli,1500,"['BBQ', 'Asian', 'Modern Indian']",12noon to 11pm (Mon-Sun),1000-1500,4.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
70,Urban Asia - Kitchen & Bar,https://www.zomato.com/hyderabad/urban-asia-kitchen-bar-gachibowli,1100,"['Asian', 'Thai', 'Chinese', 'Sushi', 'Momos']","12 Noon to 3 PM, 7 PM to 11 PM",1000-1500,3.65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,2,3
71,Eat India Company,https://www.zomato.com/hyderabad/eat-india-company-gachibowli,1300,"['North Indian', 'Mughlai', 'Beverages']","12 Noon to 3 PM, 7 PM to 11 PM",1000-1500,3.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,3
72,Labonel,https://www.zomato.com/hyderabad/labonel-gachibowli,1000,"['Bakery', 'Desserts']","11 AM to 8 PM (Mon-Sat), Sun Closed",900-1000,3.915,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
73,Driven Cafe,https://www.zomato.com/hyderabad/driven-cafe-gachibowli,600,"['Cafe', 'Fast Food', 'Beverages']",4 AM to 12 Midnight,500-600,3.745,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
74,Faasos,https://www.zomato.com/hyderabad/faasos-gachibowli,600,"['Fast Food', 'Biryani', 'Desserts']",9 AM to 1 AM,500-600,3.03,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
75,Royal Spicy Restaurant,https://www.zomato.com/hyderabad/royal-spicy-restaurant-gachibowli,700,"['North Indian', 'South Indian']",10:30 AM to 11 PM,600-700,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2
76,The Old Madras Baking Company,https://www.zomato.com/hyderabad/the-old-madras-baking-company-gachibowli,350,['Bakery'],7 AM to 11 PM,Below 500,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
77,Squeeze @ The Lime,https://www.zomato.com/hyderabad/squeeze-the-lime-gachibowli,650,"['Italian', 'North Indian', 'Chinese', 'Salad']","7 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7 PM to 11 PM",600-700,3.815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,2
78,Khaan Saab,https://www.zomato.com/hyderabad/khaan-saab-gachibowli,1100,"['North Indian', 'Mughlai']","12 Noon to 3:30 PM, 7 PM to 11:30 PM",1000-1500,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3
79,Olive Garden,https://www.zomato.com/hyderabad/olive-garden-gachibowli,700,"['North Indian', 'Chinese', 'Continental', 'Biryani']","12 Noon to 3:30 PM, 7 PM to 11 PM",600-700,3.76,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2
80,Tandoori Food Works,https://www.zomato.com/hyderabad/tandoori-food-works-gachibowli,500,"['North Indian', 'Burger', 'Kebab']","12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",Below 500,3.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
81,Delhi-39,https://www.zomato.com/hyderabad/delhi-39-gachibowli,600,"['North Indian', 'Chinese']",11am to 11pm (Mon-Sun),500-600,2.975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
82,Al Saba Restaurant,https://www.zomato.com/hyderabad/al-saba-restaurant-gachibowli,750,"['North Indian', 'Chinese', 'Seafood', 'Biryani', 'Hyderabadi']",6 AM to 11:30 PM,700-800,3.155,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0
83,GD's,https://www.zomato.com/hyderabad/gds-gachibowli,500,"['Burger', 'American']",11:30 AM to 5 AM,Below 500,3.96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
84,T Grill,https://www.zomato.com/hyderabad/t-grill-gachibowli,700,"['North Indian', 'Andhra', 'Biryani', 'Chinese']","12:30 PM to 3:30 PM, 7 PM to 11 PM",600-700,3.17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
85,Momos Delight,https://www.zomato.com/hyderabad/momos-delight-gachibowli,200,['Momos'],6pm to 2am (Mon-Sun),Below 500,3.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
86,The Chocolate Room,https://www.zomato.com/hyderabad/the-chocolate-room-gachibowli,600,"['Cafe', 'Desserts']",10 AM to 12 Midnight,500-600,2.83,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
87,American Wild Wings,https://www.zomato.com/hyderabad/american-wild-wings-gachibowli,600,"['American', 'Fast Food', 'Salad', 'Burger']",12 Noon to 4 AM,500-600,3.9740259740259742,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2
88,Domino's Pizza,https://www.zomato.com/hyderabad/dominos-pizza-4-gachibowli,400,"['Fast Food', 'Pizza']",11 AM to 11 PM,Below 500,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
89,Mohammedia Shawarma,https://www.zomato.com/hyderabad/mohammedia-shawarma-gachibowli,150,"['Street Food', 'Arabian']",1 PM to 1 AM,Below 500,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
90,Arena Eleven,https://www.zomato.com/hyderabad/arena-eleven-gachibowli,1600,['Continental'],12 Noon to 12 Midnight,1500-2000,4.117647058823529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
91,Cascade - Radisson Hyderabad Hitec City,https://www.zomato.com/hyderabad/cascade-radisson-hyderabad-hitec-city-gachibowli,1800,"['North Indian', 'Italian', 'Continental', 'Asian']",24 Hours,1500-2000,4.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1
92,Collage - Hyatt Hyderabad Gachibowli,https://www.zomato.com/hyderabad/collage-hyatt-hyderabad-gachibowli-gachibowli,2800,"['Continental', 'Italian', 'North Indian', 'Chinese', 'Asian']",24 Hours (Mon-Sun),Above 2000,3.41,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1
93,Zing's Northeast Kitchen,https://www.zomato.com/hyderabad/zings-northeast-kitchen-gachibowli,550,"['North Eastern', 'Momos']","11:30 AM to 4 PM, 7 PM to 11 PM",500-600,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2
94,Dunkin' Donuts,https://www.zomato.com/hyderabad/dunkin-donuts-gachibowli,550,"['Desserts', 'Cafe', 'Beverages', 'Burger', 'Fast Food']",10 AM to 11 PM,500-600,3.095,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
95,Desi Bytes,https://www.zomato.com/hyderabad/desi-bytes-gachibowli,400,"['North Indian', 'Chinese']","1 PM to 2 AM (Mon, Wed-Sun), Tue Closed",Below 500,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
96,Hyderabadi Daawat,https://www.zomato.com/hyderabad/hyderabadi-daawat-1-gachibowli,600,"['Hyderabadi', 'Chinese', 'Mughlai']",12:30pm to 11:30pm (Mon-Sun),500-600,3.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2
97,Zega - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/zega-sheraton-hyderabad-hotel-gachibowli,1750,"['Asian', 'Sushi']",12Noon to 2AM (Mon-Sun),1500-2000,4.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4
98,Triptify,https://www.zomato.com/hyderabad/triptify-gachibowli,400,['North Indian'],11 AM to 11 PM,Below 500,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
99,Chinese Pavilion,https://www.zomato.com/hyderabad/chinese-pavilion-gachibowli,1000,"['Chinese', 'Seafood']","12 Noon to 3:30 PM, 7 PM to 11 PM",900-1000,3.745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
100,IndiBlaze,https://www.zomato.com/hyderabad/indiblaze-gachibowli,600,"['Fast Food', 'Salad']",11 AM to 11 PM,500-600,3.3823612883420098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
101,Sweet Basket,https://www.zomato.com/hyderabad/sweet-basket-gachibowli,200,"['Bakery', 'Mithai']","10 AM to 10 PM (Mon-Thu), 8 AM to 10:30 PM (Fri-Sun)",Below 500,3.51527789435119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
102,Angaara Counts 3,https://www.zomato.com/hyderabad/angaara-counts-3-gachibowli,500,"['North Indian', 'Biryani', 'Chinese']",12 Noon to 11 PM,Below 500,3.357685419973572,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
103,Wich Please,https://www.zomato.com/hyderabad/wich-please-1-gachibowli,250,['Fast Food'],8am to 12:30AM (Mon-Sun),Below 500,3.2904507512775156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Republic Of Noodles - Lemon Tree Hotel,https://www.zomato.com/hyderabad/republic-of-noodles-lemon-tree-hotel-gachibowli,1700,"['Thai', 'Asian', 'Chinese', 'Malaysian']","11:30 AM to 3 PM, 7 PM to 12 Midnight",1500-2000,3.666818718483749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1
